"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"3 years"	"3"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	51	Not Applicable	Not Applicable
	"3 years"	"3"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	68	Not Applicable	Not Applicable
	"3 years"	"3"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	53	Not Applicable	Not Applicable
	"3 years"	"3"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	82	Not Applicable	Not Applicable
	"3 years"	"3"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	97	Not Applicable	Not Applicable
	"3 years"	"3"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	100	Not Applicable	Not Applicable
	"3 years"	"3"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	66	Not Applicable	Not Applicable
	"3 years"	"3"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	45	Not Applicable	Not Applicable
	"3 years"	"3"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	60	Not Applicable	Not Applicable
	"3 years"	"3"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	83	Not Applicable	Not Applicable
	"3 years"	"3"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	73	Not Applicable	Not Applicable
	"3 years"	"3"	"2023 (provisional and partial)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	57	Not Applicable	Not Applicable
	"3 years"	"3"	"2023 (provisional and partial)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	44	Not Applicable	Not Applicable
	"3 years"	"3"	"2023 (provisional and partial)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	22	Not Applicable	Not Applicable
	"3 years"	"3"	"2023 (provisional and partial)"	"2023"	"Apr., 2023 (provisional and partial)"	"2023/04"	Suppressed	Not Applicable	Not Applicable
	"4 years"	"4"	"2018"	"2018"	"Jan., 2018"	"2018/01"	48	Not Applicable	Not Applicable
	"4 years"	"4"	"2018"	"2018"	"Feb., 2018"	"2018/02"	44	Not Applicable	Not Applicable
	"4 years"	"4"	"2018"	"2018"	"Mar., 2018"	"2018/03"	51	Not Applicable	Not Applicable
	"4 years"	"4"	"2018"	"2018"	"Apr., 2018"	"2018/04"	29	Not Applicable	Not Applicable
	"4 years"	"4"	"2018"	"2018"	"May, 2018"	"2018/05"	64	Not Applicable	Not Applicable
	"4 years"	"4"	"2018"	"2018"	"Jun., 2018"	"2018/06"	53	Not Applicable	Not Applicable
	"4 years"	"4"	"2018"	"2018"	"Jul., 2018"	"2018/07"	58	Not Applicable	Not Applicable
	"4 years"	"4"	"2018"	"2018"	"Aug., 2018"	"2018/08"	60	Not Applicable	Not Applicable
	"4 years"	"4"	"2018"	"2018"	"Sep., 2018"	"2018/09"	42	Not Applicable	Not Applicable
	"4 years"	"4"	"2018"	"2018"	"Oct., 2018"	"2018/10"	44	Not Applicable	Not Applicable
	"4 years"	"4"	"2018"	"2018"	"Nov., 2018"	"2018/11"	49	Not Applicable	Not Applicable
	"4 years"	"4"	"2018"	"2018"	"Dec., 2018"	"2018/12"	48	Not Applicable	Not Applicable
	"4 years"	"4"	"2019"	"2019"	"Jan., 2019"	"2019/01"	48	Not Applicable	Not Applicable
	"4 years"	"4"	"2019"	"2019"	"Feb., 2019"	"2019/02"	38	Not Applicable	Not Applicable
	"4 years"	"4"	"2019"	"2019"	"Mar., 2019"	"2019/03"	31	Not Applicable	Not Applicable
	"4 years"	"4"	"2019"	"2019"	"Apr., 2019"	"2019/04"	54	Not Applicable	Not Applicable
	"4 years"	"4"	"2019"	"2019"	"May, 2019"	"2019/05"	57	Not Applicable	Not Applicable
	"4 years"	"4"	"2019"	"2019"	"Jun., 2019"	"2019/06"	55	Not Applicable	Not Applicable
	"4 years"	"4"	"2019"	"2019"	"Jul., 2019"	"2019/07"	50	Not Applicable	Not Applicable
	"4 years"	"4"	"2019"	"2019"	"Aug., 2019"	"2019/08"	53	Not Applicable	Not Applicable
	"4 years"	"4"	"2019"	"2019"	"Sep., 2019"	"2019/09"	43	Not Applicable	Not Applicable
	"4 years"	"4"	"2019"	"2019"	"Oct., 2019"	"2019/10"	47	Not Applicable	Not Applicable
	"4 years"	"4"	"2019"	"2019"	"Nov., 2019"	"2019/11"	40	Not Applicable	Not Applicable
	"4 years"	"4"	"2019"	"2019"	"Dec., 2019"	"2019/12"	60	Not Applicable	Not Applicable
	"4 years"	"4"	"2020"	"2020"	"Jan., 2020"	"2020/01"	48	Not Applicable	Not Applicable
	"4 years"	"4"	"2020"	"2020"	"Feb., 2020"	"2020/02"	56	Not Applicable	Not Applicable
	"4 years"	"4"	"2020"	"2020"	"Mar., 2020"	"2020/03"	50	Not Applicable	Not Applicable
	"4 years"	"4"	"2020"	"2020"	"Apr., 2020"	"2020/04"	45	Not Applicable	Not Applicable
	"4 years"	"4"	"2020"	"2020"	"May, 2020"	"2020/05"	42	Not Applicable	Not Applicable
	"4 years"	"4"	"2020"	"2020"	"Jun., 2020"	"2020/06"	46	Not Applicable	Not Applicable
	"4 years"	"4"	"2020"	"2020"	"Jul., 2020"	"2020/07"	54	Not Applicable	Not Applicable
	"4 years"	"4"	"2020"	"2020"	"Aug., 2020"	"2020/08"	34	Not Applicable	Not Applicable
	"4 years"	"4"	"2020"	"2020"	"Sep., 2020"	"2020/09"	39	Not Applicable	Not Applicable
	"4 years"	"4"	"2020"	"2020"	"Oct., 2020"	"2020/10"	48	Not Applicable	Not Applicable
	"4 years"	"4"	"2020"	"2020"	"Nov., 2020"	"2020/11"	39	Not Applicable	Not Applicable
	"4 years"	"4"	"2020"	"2020"	"Dec., 2020"	"2020/12"	50	Not Applicable	Not Applicable
	"4 years"	"4"	"2021"	"2021"	"Jan., 2021"	"2021/01"	54	Not Applicable	Not Applicable
	"4 years"	"4"	"2021"	"2021"	"Feb., 2021"	"2021/02"	44	Not Applicable	Not Applicable
	"4 years"	"4"	"2021"	"2021"	"Mar., 2021"	"2021/03"	41	Not Applicable	Not Applicable
	"4 years"	"4"	"2021"	"2021"	"Apr., 2021"	"2021/04"	52	Not Applicable	Not Applicable
	"4 years"	"4"	"2021"	"2021"	"May, 2021"	"2021/05"	58	Not Applicable	Not Applicable
	"4 years"	"4"	"2021"	"2021"	"Jun., 2021"	"2021/06"	68	Not Applicable	Not Applicable
	"4 years"	"4"	"2021"	"2021"	"Jul., 2021"	"2021/07"	64	Not Applicable	Not Applicable
	"4 years"	"4"	"2021"	"2021"	"Aug., 2021"	"2021/08"	57	Not Applicable	Not Applicable
	"4 years"	"4"	"2021"	"2021"	"Sep., 2021"	"2021/09"	46	Not Applicable	Not Applicable
	"4 years"	"4"	"2021"	"2021"	"Oct., 2021"	"2021/10"	57	Not Applicable	Not Applicable
	"4 years"	"4"	"2021"	"2021"	"Nov., 2021"	"2021/11"	36	Not Applicable	Not Applicable
	"4 years"	"4"	"2021"	"2021"	"Dec., 2021"	"2021/12"	52	Not Applicable	Not Applicable
	"4 years"	"4"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	45	Not Applicable	Not Applicable
	"4 years"	"4"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	49	Not Applicable	Not Applicable
	"4 years"	"4"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	43	Not Applicable	Not Applicable
	"4 years"	"4"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	49	Not Applicable	Not Applicable
	"4 years"	"4"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	54	Not Applicable	Not Applicable
	"4 years"	"4"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	58	Not Applicable	Not Applicable
	"4 years"	"4"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	63	Not Applicable	Not Applicable
	"4 years"	"4"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	59	Not Applicable	Not Applicable
	"4 years"	"4"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	48	Not Applicable	Not Applicable
	"4 years"	"4"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	59	Not Applicable	Not Applicable
	"4 years"	"4"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	61	Not Applicable	Not Applicable
	"4 years"	"4"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	54	Not Applicable	Not Applicable
	"4 years"	"4"	"2023 (provisional and partial)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	52	Not Applicable	Not Applicable
	"4 years"	"4"	"2023 (provisional and partial)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	35	Not Applicable	Not Applicable
	"4 years"	"4"	"2023 (provisional and partial)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	27	Not Applicable	Not Applicable
	"4 years"	"4"	"2023 (provisional and partial)"	"2023"	"Apr., 2023 (provisional and partial)"	"2023/04"	Suppressed	Not Applicable	Not Applicable
	"5 years"	"5"	"2018"	"2018"	"Jan., 2018"	"2018/01"	40	Not Applicable	Not Applicable
	"5 years"	"5"	"2018"	"2018"	"Feb., 2018"	"2018/02"	38	Not Applicable	Not Applicable
	"5 years"	"5"	"2018"	"2018"	"Mar., 2018"	"2018/03"	38	Not Applicable	Not Applicable
	"5 years"	"5"	"2018"	"2018"	"Apr., 2018"	"2018/04"	45	Not Applicable	Not Applicable
	"5 years"	"5"	"2018"	"2018"	"May, 2018"	"2018/05"	50	Not Applicable	Not Applicable
	"5 years"	"5"	"2018"	"2018"	"Jun., 2018"	"2018/06"	43	Not Applicable	Not Applicable
	"5 years"	"5"	"2018"	"2018"	"Jul., 2018"	"2018/07"	57	Not Applicable	Not Applicable
	"5 years"	"5"	"2018"	"2018"	"Aug., 2018"	"2018/08"	47	Not Applicable	Not Applicable
	"5 years"	"5"	"2018"	"2018"	"Sep., 2018"	"2018/09"	49	Not Applicable	Not Applicable
	"5 years"	"5"	"2018"	"2018"	"Oct., 2018"	"2018/10"	40	Not Applicable	Not Applicable
	"5 years"	"5"	"2018"	"2018"	"Nov., 2018"	"2018/11"	39	Not Applicable	Not Applicable
	"5 years"	"5"	"2018"	"2018"	"Dec., 2018"	"2018/12"	38	Not Applicable	Not Applicable
	"5 years"	"5"	"2019"	"2019"	"Jan., 2019"	"2019/01"	47	Not Applicable	Not Applicable
	"5 years"	"5"	"2019"	"2019"	"Feb., 2019"	"2019/02"	40	Not Applicable	Not Applicable
	"5 years"	"5"	"2019"	"2019"	"Mar., 2019"	"2019/03"	60	Not Applicable	Not Applicable
	"5 years"	"5"	"2019"	"2019"	"Apr., 2019"	"2019/04"	30	Not Applicable	Not Applicable
	"5 years"	"5"	"2019"	"2019"	"May, 2019"	"2019/05"	33	Not Applicable	Not Applicable
	"5 years"	"5"	"2019"	"2019"	"Jun., 2019"	"2019/06"	49	Not Applicable	Not Applicable
	"5 years"	"5"	"2019"	"2019"	"Jul., 2019"	"2019/07"	56	Not Applicable	Not Applicable
	"5 years"	"5"	"2019"	"2019"	"Aug., 2019"	"2019/08"	42	Not Applicable	Not Applicable
	"5 years"	"5"	"2019"	"2019"	"Sep., 2019"	"2019/09"	48	Not Applicable	Not Applicable
	"5 years"	"5"	"2019"	"2019"	"Oct., 2019"	"2019/10"	37	Not Applicable	Not Applicable
	"5 years"	"5"	"2019"	"2019"	"Nov., 2019"	"2019/11"	39	Not Applicable	Not Applicable
	"5 years"	"5"	"2019"	"2019"	"Dec., 2019"	"2019/12"	55	Not Applicable	Not Applicable
	"5 years"	"5"	"2020"	"2020"	"Jan., 2020"	"2020/01"	36	Not Applicable	Not Applicable
	"5 years"	"5"	"2020"	"2020"	"Feb., 2020"	"2020/02"	46	Not Applicable	Not Applicable
	"5 years"	"5"	"2020"	"2020"	"Mar., 2020"	"2020/03"	47	Not Applicable	Not Applicable
	"5 years"	"5"	"2020"	"2020"	"Apr., 2020"	"2020/04"	46	Not Applicable	Not Applicable
	"5 years"	"5"	"2020"	"2020"	"May, 2020"	"2020/05"	46	Not Applicable	Not Applicable
	"5 years"	"5"	"2020"	"2020"	"Jun., 2020"	"2020/06"	54	Not Applicable	Not Applicable
	"5 years"	"5"	"2020"	"2020"	"Jul., 2020"	"2020/07"	44	Not Applicable	Not Applicable
	"5 years"	"5"	"2020"	"2020"	"Aug., 2020"	"2020/08"	43	Not Applicable	Not Applicable
	"5 years"	"5"	"2020"	"2020"	"Sep., 2020"	"2020/09"	38	Not Applicable	Not Applicable
	"5 years"	"5"	"2020"	"2020"	"Oct., 2020"	"2020/10"	47	Not Applicable	Not Applicable
	"5 years"	"5"	"2020"	"2020"	"Nov., 2020"	"2020/11"	39	Not Applicable	Not Applicable
	"5 years"	"5"	"2020"	"2020"	"Dec., 2020"	"2020/12"	30	Not Applicable	Not Applicable
	"5 years"	"5"	"2021"	"2021"	"Jan., 2021"	"2021/01"	39	Not Applicable	Not Applicable
	"5 years"	"5"	"2021"	"2021"	"Feb., 2021"	"2021/02"	34	Not Applicable	Not Applicable
	"5 years"	"5"	"2021"	"2021"	"Mar., 2021"	"2021/03"	43	Not Applicable	Not Applicable
	"5 years"	"5"	"2021"	"2021"	"Apr., 2021"	"2021/04"	44	Not Applicable	Not Applicable
	"5 years"	"5"	"2021"	"2021"	"May, 2021"	"2021/05"	43	Not Applicable	Not Applicable
	"5 years"	"5"	"2021"	"2021"	"Jun., 2021"	"2021/06"	57	Not Applicable	Not Applicable
	"5 years"	"5"	"2021"	"2021"	"Jul., 2021"	"2021/07"	52	Not Applicable	Not Applicable
	"5 years"	"5"	"2021"	"2021"	"Aug., 2021"	"2021/08"	45	Not Applicable	Not Applicable
	"5 years"	"5"	"2021"	"2021"	"Sep., 2021"	"2021/09"	46	Not Applicable	Not Applicable
	"5 years"	"5"	"2021"	"2021"	"Oct., 2021"	"2021/10"	45	Not Applicable	Not Applicable
	"5 years"	"5"	"2021"	"2021"	"Nov., 2021"	"2021/11"	42	Not Applicable	Not Applicable
	"5 years"	"5"	"2021"	"2021"	"Dec., 2021"	"2021/12"	50	Not Applicable	Not Applicable
	"5 years"	"5"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	44	Not Applicable	Not Applicable
	"5 years"	"5"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	46	Not Applicable	Not Applicable
	"5 years"	"5"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	51	Not Applicable	Not Applicable
	"5 years"	"5"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	41	Not Applicable	Not Applicable
	"5 years"	"5"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	70	Not Applicable	Not Applicable
	"5 years"	"5"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	59	Not Applicable	Not Applicable
	"5 years"	"5"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	55	Not Applicable	Not Applicable
	"5 years"	"5"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	41	Not Applicable	Not Applicable
	"5 years"	"5"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	54	Not Applicable	Not Applicable
	"5 years"	"5"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	50	Not Applicable	Not Applicable
	"5 years"	"5"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	61	Not Applicable	Not Applicable
	"5 years"	"5"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	50	Not Applicable	Not Applicable
	"5 years"	"5"	"2023 (provisional and partial)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	56	Not Applicable	Not Applicable
	"5 years"	"5"	"2023 (provisional and partial)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	34	Not Applicable	Not Applicable
	"5 years"	"5"	"2023 (provisional and partial)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	23	Not Applicable	Not Applicable
	"5 years"	"5"	"2023 (provisional and partial)"	"2023"	"Apr., 2023 (provisional and partial)"	"2023/04"	Suppressed	Not Applicable	Not Applicable
	"6 years"	"6"	"2018"	"2018"	"Jan., 2018"	"2018/01"	47	Not Applicable	Not Applicable
	"6 years"	"6"	"2018"	"2018"	"Feb., 2018"	"2018/02"	44	Not Applicable	Not Applicable
	"6 years"	"6"	"2018"	"2018"	"Mar., 2018"	"2018/03"	43	Not Applicable	Not Applicable
	"6 years"	"6"	"2018"	"2018"	"Apr., 2018"	"2018/04"	29	Not Applicable	Not Applicable
	"6 years"	"6"	"2018"	"2018"	"May, 2018"	"2018/05"	43	Not Applicable	Not Applicable
	"6 years"	"6"	"2018"	"2018"	"Jun., 2018"	"2018/06"	49	Not Applicable	Not Applicable
	"6 years"	"6"	"2018"	"2018"	"Jul., 2018"	"2018/07"	49	Not Applicable	Not Applicable
	"6 years"	"6"	"2018"	"2018"	"Aug., 2018"	"2018/08"	35	Not Applicable	Not Applicable
	"6 years"	"6"	"2018"	"2018"	"Sep., 2018"	"2018/09"	33	Not Applicable	Not Applicable
	"6 years"	"6"	"2018"	"2018"	"Oct., 2018"	"2018/10"	30	Not Applicable	Not Applicable
	"6 years"	"6"	"2018"	"2018"	"Nov., 2018"	"2018/11"	29	Not Applicable	Not Applicable
	"6 years"	"6"	"2018"	"2018"	"Dec., 2018"	"2018/12"	29	Not Applicable	Not Applicable
	"6 years"	"6"	"2019"	"2019"	"Jan., 2019"	"2019/01"	43	Not Applicable	Not Applicable
	"6 years"	"6"	"2019"	"2019"	"Feb., 2019"	"2019/02"	43	Not Applicable	Not Applicable
	"6 years"	"6"	"2019"	"2019"	"Mar., 2019"	"2019/03"	38	Not Applicable	Not Applicable
	"6 years"	"6"	"2019"	"2019"	"Apr., 2019"	"2019/04"	46	Not Applicable	Not Applicable
	"6 years"	"6"	"2019"	"2019"	"May, 2019"	"2019/05"	53	Not Applicable	Not Applicable
	"6 years"	"6"	"2019"	"2019"	"Jun., 2019"	"2019/06"	48	Not Applicable	Not Applicable
	"6 years"	"6"	"2019"	"2019"	"Jul., 2019"	"2019/07"	44	Not Applicable	Not Applicable
	"6 years"	"6"	"2019"	"2019"	"Aug., 2019"	"2019/08"	35	Not Applicable	Not Applicable
	"6 years"	"6"	"2019"	"2019"	"Sep., 2019"	"2019/09"	28	Not Applicable	Not Applicable
	"6 years"	"6"	"2019"	"2019"	"Oct., 2019"	"2019/10"	33	Not Applicable	Not Applicable
	"6 years"	"6"	"2019"	"2019"	"Nov., 2019"	"2019/11"	38	Not Applicable	Not Applicable
	"6 years"	"6"	"2019"	"2019"	"Dec., 2019"	"2019/12"	41	Not Applicable	Not Applicable
	"6 years"	"6"	"2020"	"2020"	"Jan., 2020"	"2020/01"	32	Not Applicable	Not Applicable
	"6 years"	"6"	"2020"	"2020"	"Feb., 2020"	"2020/02"	49	Not Applicable	Not Applicable
	"6 years"	"6"	"2020"	"2020"	"Mar., 2020"	"2020/03"	33	Not Applicable	Not Applicable
	"6 years"	"6"	"2020"	"2020"	"Apr., 2020"	"2020/04"	27	Not Applicable	Not Applicable
	"6 years"	"6"	"2020"	"2020"	"May, 2020"	"2020/05"	32	Not Applicable	Not Applicable
	"6 years"	"6"	"2020"	"2020"	"Jun., 2020"	"2020/06"	47	Not Applicable	Not Applicable
	"6 years"	"6"	"2020"	"2020"	"Jul., 2020"	"2020/07"	41	Not Applicable	Not Applicable
	"6 years"	"6"	"2020"	"2020"	"Aug., 2020"	"2020/08"	43	Not Applicable	Not Applicable
	"6 years"	"6"	"2020"	"2020"	"Sep., 2020"	"2020/09"	37	Not Applicable	Not Applicable
	"6 years"	"6"	"2020"	"2020"	"Oct., 2020"	"2020/10"	42	Not Applicable	Not Applicable
	"6 years"	"6"	"2020"	"2020"	"Nov., 2020"	"2020/11"	36	Not Applicable	Not Applicable
	"6 years"	"6"	"2020"	"2020"	"Dec., 2020"	"2020/12"	31	Not Applicable	Not Applicable
	"6 years"	"6"	"2021"	"2021"	"Jan., 2021"	"2021/01"	37	Not Applicable	Not Applicable
	"6 years"	"6"	"2021"	"2021"	"Feb., 2021"	"2021/02"	32	Not Applicable	Not Applicable
	"6 years"	"6"	"2021"	"2021"	"Mar., 2021"	"2021/03"	41	Not Applicable	Not Applicable
	"6 years"	"6"	"2021"	"2021"	"Apr., 2021"	"2021/04"	45	Not Applicable	Not Applicable
	"6 years"	"6"	"2021"	"2021"	"May, 2021"	"2021/05"	49	Not Applicable	Not Applicable
	"6 years"	"6"	"2021"	"2021"	"Jun., 2021"	"2021/06"	37	Not Applicable	Not Applicable
	"6 years"	"6"	"2021"	"2021"	"Jul., 2021"	"2021/07"	64	Not Applicable	Not Applicable
	"6 years"	"6"	"2021"	"2021"	"Aug., 2021"	"2021/08"	38	Not Applicable	Not Applicable
	"6 years"	"6"	"2021"	"2021"	"Sep., 2021"	"2021/09"	36	Not Applicable	Not Applicable
	"6 years"	"6"	"2021"	"2021"	"Oct., 2021"	"2021/10"	38	Not Applicable	Not Applicable
	"6 years"	"6"	"2021"	"2021"	"Nov., 2021"	"2021/11"	47	Not Applicable	Not Applicable
	"6 years"	"6"	"2021"	"2021"	"Dec., 2021"	"2021/12"	53	Not Applicable	Not Applicable
	"6 years"	"6"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	49	Not Applicable	Not Applicable
	"6 years"	"6"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	47	Not Applicable	Not Applicable
	"6 years"	"6"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	42	Not Applicable	Not Applicable
	"6 years"	"6"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	42	Not Applicable	Not Applicable
	"6 years"	"6"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	47	Not Applicable	Not Applicable
	"6 years"	"6"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	48	Not Applicable	Not Applicable
	"6 years"	"6"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	41	Not Applicable	Not Applicable
	"6 years"	"6"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	35	Not Applicable	Not Applicable
	"6 years"	"6"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	40	Not Applicable	Not Applicable
	"6 years"	"6"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	38	Not Applicable	Not Applicable
	"6 years"	"6"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	54	Not Applicable	Not Applicable
	"6 years"	"6"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	45	Not Applicable	Not Applicable
	"6 years"	"6"	"2023 (provisional and partial)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	44	Not Applicable	Not Applicable
	"6 years"	"6"	"2023 (provisional and partial)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	50	Not Applicable	Not Applicable
	"6 years"	"6"	"2023 (provisional and partial)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	11	Not Applicable	Not Applicable
	"6 years"	"6"	"2023 (provisional and partial)"	"2023"	"Apr., 2023 (provisional and partial)"	"2023/04"	Suppressed	Not Applicable	Not Applicable
	"7 years"	"7"	"2018"	"2018"	"Jan., 2018"	"2018/01"	44	Not Applicable	Not Applicable
	"7 years"	"7"	"2018"	"2018"	"Feb., 2018"	"2018/02"	38	Not Applicable	Not Applicable
	"7 years"	"7"	"2018"	"2018"	"Mar., 2018"	"2018/03"	32	Not Applicable	Not Applicable
	"7 years"	"7"	"2018"	"2018"	"Apr., 2018"	"2018/04"	30	Not Applicable	Not Applicable
	"7 years"	"7"	"2018"	"2018"	"May, 2018"	"2018/05"	34	Not Applicable	Not Applicable
	"7 years"	"7"	"2018"	"2018"	"Jun., 2018"	"2018/06"	32	Not Applicable	Not Applicable
	"7 years"	"7"	"2018"	"2018"	"Jul., 2018"	"2018/07"	38	Not Applicable	Not Applicable
	"7 years"	"7"	"2018"	"2018"	"Aug., 2018"	"2018/08"	39	Not Applicable	Not Applicable
	"7 years"	"7"	"2018"	"2018"	"Sep., 2018"	"2018/09"	30	Not Applicable	Not Applicable
	"7 years"	"7"	"2018"	"2018"	"Oct., 2018"	"2018/10"	31	Not Applicable	Not Applicable
	"7 years"	"7"	"2018"	"2018"	"Nov., 2018"	"2018/11"	30	Not Applicable	Not Applicable
	"7 years"	"7"	"2018"	"2018"	"Dec., 2018"	"2018/12"	41	Not Applicable	Not Applicable
	"7 years"	"7"	"2019"	"2019"	"Jan., 2019"	"2019/01"	38	Not Applicable	Not Applicable
	"7 years"	"7"	"2019"	"2019"	"Feb., 2019"	"2019/02"	39	Not Applicable	Not Applicable
	"7 years"	"7"	"2019"	"2019"	"Mar., 2019"	"2019/03"	45	Not Applicable	Not Applicable
	"7 years"	"7"	"2019"	"2019"	"Apr., 2019"	"2019/04"	29	Not Applicable	Not Applicable
	"7 years"	"7"	"2019"	"2019"	"May, 2019"	"2019/05"	23	Not Applicable	Not Applicable
	"7 years"	"7"	"2019"	"2019"	"Jun., 2019"	"2019/06"	47	Not Applicable	Not Applicable
	"7 years"	"7"	"2019"	"2019"	"Jul., 2019"	"2019/07"	50	Not Applicable	Not Applicable
	"7 years"	"7"	"2019"	"2019"	"Aug., 2019"	"2019/08"	27	Not Applicable	Not Applicable
	"7 years"	"7"	"2019"	"2019"	"Sep., 2019"	"2019/09"	27	Not Applicable	Not Applicable
	"7 years"	"7"	"2019"	"2019"	"Oct., 2019"	"2019/10"	40	Not Applicable	Not Applicable
	"7 years"	"7"	"2019"	"2019"	"Nov., 2019"	"2019/11"	34	Not Applicable	Not Applicable
	"7 years"	"7"	"2019"	"2019"	"Dec., 2019"	"2019/12"	40	Not Applicable	Not Applicable
	"7 years"	"7"	"2020"	"2020"	"Jan., 2020"	"2020/01"	44	Not Applicable	Not Applicable
	"7 years"	"7"	"2020"	"2020"	"Feb., 2020"	"2020/02"	37	Not Applicable	Not Applicable
	"7 years"	"7"	"2020"	"2020"	"Mar., 2020"	"2020/03"	34	Not Applicable	Not Applicable
	"7 years"	"7"	"2020"	"2020"	"Apr., 2020"	"2020/04"	38	Not Applicable	Not Applicable
	"7 years"	"7"	"2020"	"2020"	"May, 2020"	"2020/05"	43	Not Applicable	Not Applicable
	"7 years"	"7"	"2020"	"2020"	"Jun., 2020"	"2020/06"	39	Not Applicable	Not Applicable
	"7 years"	"7"	"2020"	"2020"	"Jul., 2020"	"2020/07"	40	Not Applicable	Not Applicable
	"7 years"	"7"	"2020"	"2020"	"Aug., 2020"	"2020/08"	36	Not Applicable	Not Applicable
	"7 years"	"7"	"2020"	"2020"	"Sep., 2020"	"2020/09"	31	Not Applicable	Not Applicable
	"7 years"	"7"	"2020"	"2020"	"Oct., 2020"	"2020/10"	31	Not Applicable	Not Applicable
	"7 years"	"7"	"2020"	"2020"	"Nov., 2020"	"2020/11"	32	Not Applicable	Not Applicable
	"7 years"	"7"	"2020"	"2020"	"Dec., 2020"	"2020/12"	36	Not Applicable	Not Applicable
